STNAM,FIPST,LEAID,ST_LEAID,LEANM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
ARKANSAS,05,0502250,AR-1701000,ALMA SCHOOL DISTRICT,247,93,5,PS,4,PS,5,PS,8,GE50,3,PS,222,GE95,29,GE80,140,90-94,1,PS,17AUG18
ARKANSAS,05,0502280,AR-0501000,ALPENA SCHOOL DISTRICT,39,GE90,1,PS,,,,,,,,,38,GE90,8,GE50,26,GE80,,,17AUG18
ARKANSAS,05,0502430,AR-1002000,ARKADELPHIA SCHOOL DISTRICT,138,80-84,1,PS,2,PS,51,80-89,10,GE50,4,PS,70,80-84,17,GE80,78,75-79,4,PS,17AUG18
ARKANSAS,05,0502550,AR-4701000,ARMOREL SCHOOL DISTRICT,30,GE80,,,2,PS,2,PS,2,PS,,,24,GE80,1,PS,12,GE50,,,17AUG18
ARKANSAS,05,0502580,AR-4101000,ASHDOWN SCHOOL DISTRICT,90,80-84,1,PS,,,34,80-89,2,PS,1,PS,52,80-89,12,GE50,68,80-84,,,17AUG18
ARKANSAS,05,0502610,AR-5801000,ATKINS SCHOOL DISTRICT,71,90-94,,,,,1,PS,2,PS,1,PS,67,90-94,10,GE50,42,GE90,,,17AUG18
ARKANSAS,05,0502670,AR-7401000,AUGUSTA SCHOOL DISTRICT,28,GE80,,,,,13,GE50,2,PS,1,PS,12,GE50,5,PS,28,GE80,,,17AUG18
ARKANSAS,05,0502700,AR-7301000,BALD KNOB SCHOOL DISTRICT,104,90-94,,,,,4,PS,3,PS,8,GE50,89,90-94,9,GE50,76,90-94,1,PS,17AUG18
ARKANSAS,05,0502730,AR-5401000,BARTON-LEXA SCHOOL DISTRICT,63,85-89,,,,,30,GE80,2,PS,1,PS,30,GE80,8,GE50,61,90-94,,,17AUG18
ARKANSAS,05,0502790,AR-6301000,BAUXITE SCHOOL DISTRICT,127,90-94,,,1,PS,2,PS,4,PS,4,PS,116,90-94,16,GE80,64,90-94,2,PS,17AUG18
ARKANSAS,05,0502820,AR-1601000,BAY SCHOOL DISTRICT,48,80-89,,,,,1,PS,2,PS,2,PS,43,80-89,6,GE50,25,60-79,,,17AUG18
ARKANSAS,05,0502880,AR-7302000,BEEBE SCHOOL DISTRICT,271,79,2,PS,2,PS,9,GE50,7,GE50,4,PS,247,80-84,37,60-69,139,70-74,,,17AUG18
ARKANSAS,05,0502960,AR-6302000,BENTON SCHOOL DISTRICT,346,93,,,4,PS,31,80-89,27,GE80,8,GE50,276,90-94,36,80-89,156,85-89,14,GE50,17AUG18
ARKANSAS,05,0503030,AR-0407000,PEA RIDGE SCHOOL DISTRICT,170,GE95,2,PS,1,PS,1,PS,10,GE50,2,PS,154,GE95,17,GE80,84,GE95,3,PS,17AUG18
ARKANSAS,05,0503060,AR-0401000,BENTONVILLE SCHOOL DISTRICT,1128,92,18,GE80,48,GE90,35,GE90,136,85-89,57,GE90,834,92,88,85-89,365,84,65,90-94,17AUG18
ARKANSAS,05,0503090,AR-0502000,BERGMAN SCHOOL DISTRICT,107,90-94,2,PS,,,,,1,PS,,,104,90-94,9,GE50,52,80-89,1,PS,17AUG18
ARKANSAS,05,0503150,AR-0801000,BERRYVILLE SCHOOL DISTRICT,167,80-84,,,8,GE50,,,37,80-89,3,PS,119,80-84,20,GE80,104,75-79,33,70-79,17AUG18
ARKANSAS,05,0503240,AR-3001000,BISMARCK SCHOOL DISTRICT,67,90-94,,,1,PS,,,4,PS,1,PS,61,90-94,5,PS,45,GE90,3,PS,17AUG18
ARKANSAS,05,0503300,AR-2901000,BLEVINS SCHOOL DISTRICT,47,80-89,,,,,8,GE50,6,GE50,2,PS,31,80-89,7,GE50,39,80-89,6,GE50,17AUG18
ARKANSAS,05,0503320,AR-4702000,BLYTHEVILLE SCHOOL DISTRICT,174,75-79,,,1,PS,137,75-79,4,PS,,,32,80-89,25,GE80,168,80-84,3,PS,17AUG18
ARKANSAS,05,0503420,AR-0506000,LEAD HILL SCHOOL DISTRICT,27,GE80,,,,,1,PS,,,,,26,GE80,6,GE50,26,GE80,,,17AUG18
ARKANSAS,05,0503450,AR-4201000,BOONEVILLE SCHOOL DISTRICT,110,85-89,1,PS,1,PS,,,5,PS,1,PS,102,85-89,19,60-79,109,85-89,,,17AUG18
ARKANSAS,05,0503480,AR-7303000,BRADFORD SCHOOL DISTRICT,27,GE80,,,,,,,,,,,27,GE80,1,PS,27,GE80,,,17AUG18
ARKANSAS,05,0503630,AR-4801000,BRINKLEY SCHOOL DISTRICT,57,80-89,,,,,36,GE90,3,PS,2,PS,16,GE80,12,GE50,57,80-89,,,17AUG18
ARKANSAS,05,0503640,AR-1603000,BROOKLAND SCHOOL DISTRICT,128,90-94,1,PS,1,PS,2,PS,2,PS,,,122,90-94,12,GE50,61,85-89,2,PS,17AUG18
ARKANSAS,05,0503690,AR-6303000,BRYANT SCHOOL DISTRICT,670,94,1,PS,11,GE50,105,GE95,79,85-89,6,GE50,468,94,67,85-89,262,90-94,47,80-89,17AUG18
ARKANSAS,05,0503710,AR-1605000,BUFFALO IS. CENTRAL SCH. DIST.,52,GE90,,,,,1,PS,6,GE50,,,45,GE90,10,GE50,32,80-89,1,PS,17AUG18
ARKANSAS,05,0503750,AR-4304000,CABOT SCHOOL DISTRICT,764,89,2,PS,25,GE80,19,GE80,41,GE90,5,PS,672,90,84,75-79,319,83,11,GE50,17AUG18
ARKANSAS,05,0503770,AR-4901000,CADDO HILLS SCHOOL DISTRICT,33,GE90,1,PS,,,,,5,PS,2,PS,25,GE80,4,PS,29,GE80,,,17AUG18
ARKANSAS,05,0503840,AR-3301000,CALICO ROCK SCHOOL DISTRICT,43,GE90,,,,,,,,,,,43,GE90,4,PS,32,GE90,,,17AUG18
ARKANSAS,05,0503960,AR-4303000,CARLISLE SCHOOL DISTRICT,58,GE90,,,,,4,PS,,,,,54,GE90,7,GE50,44,GE90,,,17AUG18
ARKANSAS,05,0504020,AR-1602000,WESTSIDE CONS. SCHOOL DISTRICT,120,85-89,1,PS,,,4,PS,3,PS,1,PS,111,85-89,17,GE80,79,80-84,2,PS,17AUG18
ARKANSAS,05,0504050,AR-6802000,CAVE CITY SCHOOL DISTRICT,110,GE95,,,,,,,2,PS,,,108,90-94,11,GE50,84,90-94,2,PS,17AUG18
ARKANSAS,05,0504080,AR-1702000,CEDARVILLE SCHOOL DISTRICT,74,85-89,2,PS,,,,,3,PS,3,PS,66,90-94,6,GE50,73,85-89,,,17AUG18
ARKANSAS,05,0504110,AR-4602000,GENOA CENTRAL SCHOOL DISTRICT,89,GE95,,,,,,,2,PS,,,87,GE95,4,PS,45,GE90,,,17AUG18
ARKANSAS,05,0504170,AR-7304000,WHITE CO. CENTRAL SCHOOL DIST.,45,GE90,1,PS,,,,,7,GE50,,,37,GE90,7,GE50,32,GE90,4,PS,17AUG18
ARKANSAS,05,0504200,AR-2402000,CHARLESTON SCHOOL DISTRICT,64,GE95,,,1,PS,1,PS,2,PS,2,PS,58,GE90,7,GE50,35,GE90,,,17AUG18
ARKANSAS,05,0504350,AR-4802000,CLARENDON SCHOOL DISTRICT,43,GE90,,,,,22,GE80,4,PS,1,PS,16,GE80,11,GE50,43,GE90,4,PS,17AUG18
ARKANSAS,05,0504370,AR-1106000,RECTOR SCHOOL DISTRICT,37,80-89,,,,,,,,,,,37,80-89,11,GE50,23,GE80,,,17AUG18
ARKANSAS,05,0504380,AR-3601000,CLARKSVILLE SCHOOL DISTRICT,175,90-94,1,PS,17,GE80,1,PS,56,GE90,1,PS,99,90-94,15,GE50,125,90-94,35,80-89,17AUG18
ARKANSAS,05,0504410,AR-7102000,CLINTON SCHOOL DISTRICT,108,90-94,,,1,PS,,,3,PS,1,PS,103,90-94,10,GE50,107,90-94,4,PS,17AUG18
ARKANSAS,05,0504560,AR-1201000,CONCORD SCHOOL DISTRICT,33,GE90,,,,,,,,,,,33,GE90,5,PS,22,GE80,,,17AUG18
ARKANSAS,05,0504590,AR-2301000,CONWAY SCHOOL DISTRICT,683,90,1,PS,13,GE50,206,85-89,58,GE90,3,PS,402,90,86,80-84,366,87,30,GE80,17AUG18
ARKANSAS,05,0504680,AR-0302000,COTTER SCHOOL DISTRICT,42,80-89,,,,,1,PS,2,PS,,,39,GE90,7,GE50,42,80-89,,,17AUG18
ARKANSAS,05,0504740,AR-2403000,COUNTY LINE SCHOOL DISTRICT,35,GE90,1,PS,4,PS,,,,,1,PS,29,GE80,5,PS,25,GE80,2,PS,17AUG18
ARKANSAS,05,0504800,AR-0201000,CROSSETT SCHOOL DISTRICT,138,85-89,,,1,PS,46,80-89,4,PS,1,PS,86,85-89,13,GE50,92,85-89,1,PS,17AUG18
ARKANSAS,05,0504860,AR-2601000,CUTTER-MORNING STAR SCH. DIST.,53,80-89,,,,,5,PS,5,PS,4,PS,39,80-89,9,GE50,40,80-89,1,PS,17AUG18
ARKANSAS,05,0504890,AR-7503000,DANVILLE SCHOOL DISTRICT,70,GE95,,,1,PS,1,PS,37,GE90,1,PS,30,GE80,6,GE50,52,GE90,24,GE80,17AUG18
ARKANSAS,05,0504930,AR-7504000,DARDANELLE SCHOOL DISTRICT,123,85-89,,,4,PS,2,PS,39,70-79,2,PS,76,90-94,22,GE80,94,85-89,28,60-79,17AUG18
ARKANSAS,05,0504980,AR-0402000,DECATUR SCHOOL DISTRICT,37,70-79,3,PS,5,PS,,,10,GE50,,,19,60-79,4,PS,33,80-89,9,GE50,17AUG18
ARKANSAS,05,0505170,AR-0901000,DERMOTT SCHOOL DISTRICT,31,GE90,,,,,28,GE80,1,PS,,,2,PS,6,GE50,30,GE80,1,PS,17AUG18
ARKANSAS,05,0505190,AR-5901000,DES ARC SCHOOL DISTRICT,43,80-89,1,PS,,,7,GE50,,,,,35,GE90,5,PS,37,80-89,,,17AUG18
ARKANSAS,05,0505340,AR-3102000,DIERKS SCHOOL DISTRICT,40,GE90,1,PS,,,,,,,,,39,GE90,1,PS,26,GE80,,,17AUG18
ARKANSAS,05,0505410,AR-3502000,DOLLARWAY SCHOOL DISTRICT,114,70-74,,,,,105,70-74,1,PS,2,PS,6,GE50,10,GE50,113,70-74,,,17AUG18
ARKANSAS,05,0505430,AR-5802000,DOVER SCHOOL DISTRICT,119,90-94,,,,,1,PS,3,PS,3,PS,112,90-94,11,GE50,71,85-89,,,17AUG18
ARKANSAS,05,0505470,AR-2202000,DREW CENTRAL SCHOOL DISTRICT,63,75-79,1,PS,,,16,60-79,4,PS,,,42,80-89,9,GE50,62,80-84,2,PS,17AUG18
ARKANSAS,05,0505500,AR-2104000,DUMAS SCHOOL DISTRICT,120,90-94,,,,,78,GE95,9,GE50,,,33,80-89,9,GE50,101,90-94,7,GE50,17AUG18
ARKANSAS,05,0505550,AR-1802000,EARLE SCHOOL DISTRICT,53,GE90,,,,,52,GE90,,,1,PS,,,8,GE50,53,GE90,,,17AUG18
ARKANSAS,05,0505580,AR-5301000,EAST END SCHOOL DISTRICT,59,80-89,,,,,3,PS,3,PS,1,PS,52,GE90,7,GE50,38,80-89,1,PS,17AUG18
ARKANSAS,05,0505680,AR-7001000,EL DORADO SCHOOL DISTRICT,328,87,,,5,PS,151,85-89,25,GE80,7,GE50,140,85-89,17,40-59,214,80-84,17,60-79,17AUG18
ARKANSAS,05,0505760,AR-7201000,ELKINS SCHOOL DISTRICT,85,GE95,3,PS,,,,,8,GE50,1,PS,73,GE95,7,GE50,44,GE90,4,PS,17AUG18
ARKANSAS,05,0505850,AR-4302000,ENGLAND SCHOOL DISTRICT,67,90-94,,,,,30,GE80,3,PS,1,PS,33,GE90,12,GE50,65,90-94,,,17AUG18
ARKANSAS,05,0505970,AR-0802000,EUREKA SPRINGS SCHOOL DISTRICT,39,GE90,,,1,PS,,,3,PS,,,35,80-89,5,PS,23,GE80,3,PS,17AUG18
ARKANSAS,05,0506060,AR-5204000,CAMDEN FAIRVIEW SCHOOL DIST.,177,85-89,,,2,PS,114,85-89,4,PS,3,PS,54,80-89,19,GE80,139,85-89,,,17AUG18
ARKANSAS,05,0506090,AR-7202000,FARMINGTON SCHOOL DISTRICT,180,GE95,2,PS,,,3,PS,15,GE50,2,PS,158,GE95,24,GE80,70,GE95,6,GE50,17AUG18
ARKANSAS,05,0506120,AR-7203000,FAYETTEVILLE SCHOOL DISTRICT,726,89,3,PS,29,GE80,73,80-84,79,85-89,22,GE80,520,90,86,80-84,324,80,53,80-89,17AUG18
ARKANSAS,05,0506150,AR-4501000,FLIPPIN SCHOOL DISTRICT,39,80-89,1,PS,,,,,2,PS,1,PS,35,80-89,8,GE50,29,GE80,,,17AUG18
ARKANSAS,05,0506210,AR-2002000,FORDYCE SCHOOL DISTRICT,69,85-89,,,1,PS,40,GE90,,,,,28,GE80,5,PS,66,85-89,1,PS,17AUG18
ARKANSAS,05,0506240,AR-4102000,FOREMAN SCHOOL DISTRICT,37,80-89,,,,,5,PS,3,PS,,,29,GE80,4,PS,26,GE80,,,17AUG18
ARKANSAS,05,0506270,AR-6201000,FORREST CITY SCHOOL DISTRICT,200,75-79,,,1,PS,168,80-84,2,PS,,,29,40-59,32,80-89,200,75-79,1,PS,17AUG18
ARKANSAS,05,0506330,AR-6601000,FORT SMITH SCHOOL DISTRICT,1058,86,13,GE50,83,GE95,137,80-84,357,83,46,80-89,422,88,137,80-84,752,82,264,80-84,17AUG18
ARKANSAS,05,0506360,AR-4603000,FOUKE SCHOOL DISTRICT,85,GE95,1,PS,,,2,PS,1,PS,,,81,GE95,5,PS,51,GE90,,,17AUG18
ARKANSAS,05,0506420,AR-2602000,FOUNTAIN LAKE SCHOOL DISTRICT,97,85-89,,,,,2,PS,5,PS,5,PS,85,85-89,18,GE80,53,80-89,4,PS,17AUG18
ARKANSAS,05,0506540,AR-0403000,GENTRY SCHOOL DISTRICT,106,90-94,6,GE50,10,GE50,,,10,GE50,5,PS,75,90-94,15,GE50,50,80-89,5,PS,17AUG18
ARKANSAS,05,0506630,AR-3002000,GLEN ROSE SCHOOL DISTRICT,78,GE95,1,PS,,,,,1,PS,,,76,GE95,7,GE50,47,GE90,,,17AUG18
ARKANSAS,05,0506690,AR-5502000,CENTERPOINT SCHOOL DISTRICT,72,90-94,1,PS,,,,,13,GE50,2,PS,56,GE90,5,PS,50,GE90,12,GE50,17AUG18
ARKANSAS,05,0506840,AR-0404000,GRAVETTE SCHOOL DISTRICT,134,90-94,2,PS,,,1,PS,4,PS,3,PS,124,90-94,22,GE80,72,85-89,3,PS,17AUG18
ARKANSAS,05,0506870,AR-0803000,GREEN FOREST SCHOOL DISTRICT,110,80-84,,,4,PS,,,44,80-89,1,PS,61,80-84,9,GE50,82,75-79,33,70-79,17AUG18
ARKANSAS,05,0506900,AR-2303000,GREENBRIER SCHOOL DISTRICT,271,97,,,1,PS,3,PS,7,GE50,2,PS,258,GE95,27,GE80,106,90-94,2,PS,17AUG18
ARKANSAS,05,0506930,AR-7204000,GREENLAND SCHOOL DISTRICT,69,85-89,,,,,1,PS,3,PS,1,PS,64,85-89,9,GE50,55,80-89,2,PS,17AUG18
ARKANSAS,05,0506990,AR-6602000,GREENWOOD SCHOOL DISTRICT,292,93,6,GE50,4,PS,1,PS,17,GE80,5,PS,259,90-94,34,80-89,117,85-89,3,PS,17AUG18
ARKANSAS,05,0507110,AR-1003000,GURDON SCHOOL DISTRICT,53,80-89,,,,,9,GE50,6,GE50,3,PS,35,80-89,5,PS,39,80-89,,,17AUG18
ARKANSAS,05,0507140,AR-2304000,GUY-PERKINS SCHOOL DISTRICT,31,GE90,,,1,PS,3,PS,,,,,27,GE80,6,GE50,18,GE80,,,17AUG18
ARKANSAS,05,0507170,AR-6603000,HACKETT SCHOOL DISTRICT,58,GE90,5,PS,,,1,PS,4,PS,1,PS,47,GE90,12,GE50,44,GE90,,,17AUG18
ARKANSAS,05,0507230,AR-0701000,HAMPTON SCHOOL DISTRICT,48,GE90,1,PS,,,14,GE50,2,PS,1,PS,30,GE80,5,PS,38,80-89,1,PS,17AUG18
ARKANSAS,05,0507290,AR-5205000,HARMONY GROVE SCHOOL DISTRICT,73,GE95,,,,,11,GE50,5,PS,1,PS,56,GE90,7,GE50,37,GE90,1,PS,17AUG18
ARKANSAS,05,0507320,AR-6304000,HARMONY GROVE SCHOOL DISTRICT,91,85-89,,,,,,,1,PS,,,90,85-89,11,GE50,38,80-89,,,17AUG18
ARKANSAS,05,0507350,AR-5602000,HARRISBURG SCHOOL DISTRICT,100,80-84,,,,,4,PS,3,PS,,,93,80-84,13,GE50,98,80-84,,,17AUG18
ARKANSAS,05,0507380,AR-0503000,HARRISON SCHOOL DISTRICT,221,91,2,PS,2,PS,,,6,GE50,2,PS,209,90-94,8,GE50,125,80-84,,,17AUG18
ARKANSAS,05,0507530,AR-5903000,HAZEN SCHOOL DISTRICT,52,80-89,,,,,13,GE50,,,,,39,GE90,5,PS,41,80-89,,,17AUG18
ARKANSAS,05,0507560,AR-1202000,HEBER SPRINGS SCHOOL DISTRICT,134,90-94,,,,,,,7,GE50,1,PS,126,90-94,18,GE80,73,85-89,3,PS,17AUG18
ARKANSAS,05,0507620,AR-5803000,HECTOR SCHOOL DISTRICT,48,GE90,,,,,,,2,PS,,,46,GE90,11,GE50,35,GE90,,,17AUG18
ARKANSAS,05,0507680,AR-5403000,HELENA/ W.HELENA SCHOOL DIST.,132,85-89,,,,,128,85-89,,,,,4,PS,14,GE50,127,85-89,,,17AUG18
ARKANSAS,05,0507710,AR-0601000,HERMITAGE SCHOOL DISTRICT,20,GE80,,,,,3,PS,8,GE50,,,9,GE50,4,PS,19,GE80,7,GE50,17AUG18
ARKANSAS,05,0507740,AR-1901000,CROSS COUNTY SCHOOL DISTRICT,41,GE90,,,,,4,PS,2,PS,1,PS,34,GE90,7,GE50,35,GE90,,,17AUG18
ARKANSAS,05,0507770,AR-6804000,HIGHLAND SCHOOL DISTRICT,132,GE95,,,,,1,PS,4,PS,2,PS,125,GE95,14,GE50,95,GE95,,,17AUG18
ARKANSAS,05,0507840,AR-2903000,HOPE SCHOOL DISTRICT,191,80-84,,,,,96,80-84,52,70-79,,,43,80-89,17,60-79,187,80-84,30,60-79,17AUG18
ARKANSAS,05,0507860,AR-6703000,HORATIO SCHOOL DISTRICT,62,90-94,,,,,,,17,60-79,,,45,GE90,9,GE50,56,GE90,4,PS,17AUG18
ARKANSAS,05,0507890,AR-2603000,HOT SPRINGS SCHOOL DISTRICT,211,81,1,PS,3,PS,105,75-79,36,GE90,4,PS,62,85-89,34,GE90,157,75-79,24,GE80,17AUG18
ARKANSAS,05,0507920,AR-2604000,JESSIEVILLE SCHOOL DISTRICT,76,80-84,1,PS,,,3,PS,11,GE50,,,61,80-84,15,GE50,74,80-84,,,17AUG18
ARKANSAS,05,0507990,AR-3804000,HOXIE SCHOOL DISTRICT,71,GE95,1,PS,,,,,1,PS,3,PS,66,GE95,7,GE50,70,GE95,,,17AUG18
ARKANSAS,05,0508040,AR-1803000,WEST MEMPHIS SCHOOL DISTRICT,418,84,1,PS,1,PS,337,85,3,PS,4,PS,72,80-84,46,70-79,414,85,1,PS,17AUG18
ARKANSAS,05,0508130,AR-4401000,HUNTSVILLE SCHOOL DISTRICT,198,85-89,2,PS,2,PS,,,16,GE80,2,PS,176,85-89,22,GE80,124,85-89,7,GE50,17AUG18
ARKANSAS,05,0508240,AR-5102000,JASPER SCHOOL DISTRICT,69,80-84,1,PS,,,,,1,PS,,,67,80-84,10,GE50,55,80-89,,,17AUG18
ARKANSAS,05,0508280,AR-1608000,JONESBORO SCHOOL DISTRICT,382,88,,,3,PS,173,85-89,36,80-89,7,GE50,163,85-89,57,80-89,375,89,18,60-79,17AUG18
ARKANSAS,05,0508340,AR-7003000,JUNCTION CITY SCHOOL DISTRICT,64,85-89,,,,,21,GE80,,,,,43,80-89,6,GE50,46,GE90,,,17AUG18
ARKANSAS,05,0508400,AR-7307000,RIVERVIEW SCHOOL DISTRICT,97,75-79,,,,,5,PS,12,GE50,3,PS,77,80-84,14,GE50,74,75-79,5,PS,17AUG18
ARKANSAS,05,0508490,AR-5503000,KIRBY SCHOOL DISTRICT,39,70-79,,,2,PS,,,2,PS,,,35,80-89,3,PS,26,GE80,1,PS,17AUG18
ARKANSAS,05,0508610,AR-2605000,LAKE HAMILTON SCHOOL DISTRICT,335,87,,,,,15,GE50,28,GE80,26,GE80,266,85-89,30,60-79,211,85-89,18,GE80,17AUG18
ARKANSAS,05,0508640,AR-0903000,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),71,90-94,,,,,50,GE90,11,GE50,,,10,GE50,5,PS,71,90-94,11,GE50,17AUG18
ARKANSAS,05,0508670,AR-2606000,LAKESIDE SCHOOL DISTRICT,259,91,1,PS,6,GE50,30,GE80,25,GE80,12,GE50,185,90-94,22,60-79,103,80-84,7,GE50,17AUG18
ARKANSAS,05,0508700,AR-3604000,LAMAR SCHOOL DISTRICT,92,85-89,,,2,PS,4,PS,4,PS,,,82,85-89,14,GE50,72,85-89,2,PS,17AUG18
ARKANSAS,05,0508730,AR-6605000,LAVACA SCHOOL DISTRICT,62,90-94,1,PS,1,PS,,,3,PS,1,PS,56,80-89,10,GE50,37,80-89,1,PS,17AUG18
ARKANSAS,05,0508940,AR-7205000,LINCOLN SCHOOL DISTRICT,108,85-89,3,PS,6,GE50,1,PS,10,GE50,,,88,85-89,19,GE80,92,85-89,10,GE50,17AUG18
ARKANSAS,05,0509000,AR-6001000,LITTLE ROCK SCHOOL DISTRICT,1669,80,5,PS,61,GE95,1099,80,180,65-69,19,60-79,305,86,166,80-84,1273,77,158,60-64,17AUG18
ARKANSAS,05,0509060,AR-4301000,LONOKE SCHOOL DISTRICT,144,90-94,,,,,30,GE80,7,GE50,4,PS,103,85-89,17,GE80,97,85-89,2,PS,17AUG18
ARKANSAS,05,0509150,AR-4202000,MAGAZINE SCHOOL DISTRICT,45,80-89,1,PS,3,PS,,,,,,,41,80-89,9,GE50,36,70-79,,,17AUG18
ARKANSAS,05,0509190,AR-3003000,MAGNET COVE SCHOOL DIST.,56,GE90,1,PS,,,1,PS,2,PS,,,52,GE90,5,PS,29,GE80,,,17AUG18
ARKANSAS,05,0509240,AR-3004000,MALVERN SCHOOL DISTRICT,138,85-89,1,PS,,,47,GE90,6,GE50,3,PS,81,85-89,14,GE50,104,85-89,4,PS,17AUG18
ARKANSAS,05,0509270,AR-2501000,MAMMOTH SPRING SCHOOL DISTRICT,35,GE90,,,,,,,,,,,35,GE90,3,PS,23,GE80,,,17AUG18
ARKANSAS,05,0509330,AR-6606000,MANSFIELD SCHOOL DISTRICT,70,85-89,2,PS,1,PS,,,2,PS,1,PS,64,85-89,14,GE50,49,80-89,1,PS,17AUG18
ARKANSAS,05,0509360,AR-3904000,LEE COUNTY SCHOOL DISTRICT,76,80-84,1,PS,,,70,80-84,2,PS,,,3,PS,8,GE50,75,80-84,1,PS,17AUG18
ARKANSAS,05,0509390,AR-1804000,MARION SCHOOL DISTRICT,309,86,,,3,PS,146,80-84,15,GE50,6,GE50,139,85-89,41,80-89,180,80-84,4,PS,17AUG18
ARKANSAS,05,0509420,AR-5604000,MARKED TREE SCHOOL DISTRICT,45,GE90,,,,,11,GE50,2,PS,,,32,GE90,6,GE50,32,GE90,1,PS,17AUG18
ARKANSAS,05,0509480,AR-6502000,SEARCY COUNTY SCHOOL DISTRICT,74,GE95,1,PS,,,,,2,PS,1,PS,70,GE95,3,PS,49,GE90,,,17AUG18
ARKANSAS,05,0509510,AR-5404000,MARVELL SCHOOL DISTRICT,35,80-89,,,,,31,80-89,,,1,PS,3,PS,5,PS,34,80-89,,,17AUG18
ARKANSAS,05,0509540,AR-2305000,MAYFLOWER SCHOOL DISTRICT,95,85-89,,,,,14,GE50,2,PS,1,PS,78,80-84,10,GE50,62,80-84,,,17AUG18
ARKANSAS,05,0509570,AR-6102000,MAYNARD SCHOOL DISTRICT,27,GE80,,,1,PS,,,1,PS,,,25,GE80,5,PS,27,GE80,1,PS,17AUG18
ARKANSAS,05,0509600,AR-7403000,MCCRORY SCHOOL DISTRICT,41,GE90,,,,,3,PS,,,,,38,80-89,7,GE50,28,GE80,,,17AUG18
ARKANSAS,05,0509630,AR-2105000,MCGEHEE SCHOOL DISTRICT,103,80-84,,,1,PS,52,80-89,5,PS,1,PS,44,80-89,18,60-79,101,80-84,2,PS,17AUG18
ARKANSAS,05,0509720,AR-3302000,MELBOURNE SCHOOL DISTRICT,61,GE95,,,,,,,,,2,PS,59,GE90,5,PS,35,GE90,,,17AUG18
ARKANSAS,05,0509750,AR-5703000,MENA SCHOOL DISTRICT,120,90-94,2,PS,2,PS,,,4,PS,,,112,90-94,11,GE50,78,85-89,,,17AUG18
ARKANSAS,05,0509780,AR-3104000,MINERAL SPRINGS SCHOOL DIST.,27,GE80,,,,,20,GE80,2,PS,,,5,PS,6,GE50,27,GE80,,,17AUG18
ARKANSAS,05,0509840,AR-2203000,MONTICELLO SCHOOL DISTRICT,156,90-94,,,2,PS,52,GE90,4,PS,1,PS,97,90-94,15,GE50,97,85-89,4,PS,17AUG18
ARKANSAS,05,0509990,AR-4902000,MOUNT IDA SCHOOL DISTRICT,32,GE90,1,PS,,,1,PS,,,,,30,GE80,4,PS,20,GE80,,,17AUG18
ARKANSAS,05,0510080,AR-2306000,MT. VERNON/ENOLA SCHOOL DIST.,35,GE90,,,,,,,,,,,35,GE90,3,PS,17,GE80,,,17AUG18
ARKANSAS,05,0510170,AR-2607000,MOUNTAIN PINE SCHOOL DISTRICT,36,50-59,,,,,4,PS,2,PS,2,PS,28,40-59,4,PS,29,40-59,1,PS,17AUG18
ARKANSAS,05,0510200,AR-6901000,MOUNTAIN VIEW SCHOOL DISTRICT,118,GE95,1,PS,,,,,4,PS,,,113,GE95,13,GE50,75,GE95,,,17AUG18
ARKANSAS,05,0510260,AR-1703000,MOUNTAINBURG SCHOOL DISTRICT,58,80-89,1,PS,,,1,PS,,,4,PS,52,80-89,5,PS,57,80-89,,,17AUG18
ARKANSAS,05,0510290,AR-1704000,MULBERRY SCHOOL DISTRICT,22,GE80,,,1,PS,,,,,,,21,GE80,3,PS,22,GE80,,,17AUG18
ARKANSAS,05,0510320,AR-5504000,SOUTH PIKE COUNTY SCHOOL DISTRICT,61,85-89,,,,,5,PS,2,PS,1,PS,53,80-89,4,PS,44,80-89,1,PS,17AUG18
ARKANSAS,05,0510380,AR-3105000,NASHVILLE SCHOOL DISTRICT,140,GE95,1,PS,1,PS,29,GE80,22,GE80,4,PS,83,GE95,11,GE50,93,GE95,7,GE50,17AUG18
ARKANSAS,05,0510410,AR-1503000,NEMO VISTA SCHOOL DISTRICT,32,GE90,,,,,2,PS,3,PS,5,PS,22,GE80,6,GE50,23,GE80,,,17AUG18
ARKANSAS,05,0510440,AR-1611000,NETTLETON SCHOOL DISTRICT,225,90-94,,,4,PS,77,GE95,17,GE80,3,PS,124,90-94,31,80-89,148,90-94,6,GE50,17AUG18
ARKANSAS,05,0510560,AR-0304000,NORFORK SCHOOL DISTRICT,32,70-79,,,1,PS,,,,,1,PS,30,60-79,5,PS,25,60-79,,,17AUG18
ARKANSAS,05,0510680,AR-6002000,N. LITTLE ROCK SCHOOL DISTRICT,707,79,1,PS,10,GE50,441,76,47,50-59,8,GE50,200,90-94,71,70-74,505,74,32,50-59,17AUG18
